INPUT,English
LBL_ADD_CUSTOMER_CONTACT,Add Customer Contact
LBL_ADD_SUPPLIER_CONTACT,Add Supplier Contact
LBL_ADD_FACTORY_CONTACT,Add Factory Contact
LBL_AUD_REQUEST,Audit Planning
LBL_AUD_SCHEDULE,Audit In-Progress
LBL_AUD_AUDITED,Audited
LBL_AUD_FACTORY,Factory
LBL_SHOW,Show
LBL_MORE,more
LBL_RESET,Reset
MSG_UNKNOWN_OCCURED,Unknown Occured
ERROR_RESULT,Audit DashBoard Error
LBL_NO_DATA_FOUND,No Data Found
LBL_AUDIT_QC_PROVIDER,Audit By QC Provider
AUDIT_TYPE,Audit Type
SERVICE_TYPE_OVERVIEW,Service Type Overview
LBL_AUDIT_INSECTION_COMPANY,Audit by Inspection Company
LBL_TITLE,Analytics
LBL_TITLE,Email Notification Configuration
LBL_MAIN_TITLE,Add Email Notification
LBL_SUB_TITLE,Email Notification List
LBL_SUBMIT,Submit
LBL_DELETE,Delete
LBL_NOTIFICATION_TYPE,Notification Type
LBL_NOTIFICATION_ITEM,Notification Item
LBL_NOTIFICATION_STATUS,Status
LBL_NOTIFICATION_TO,To
LBL_NOTIFICATION_CC,CC
LBL_SELECT,Select
SAVE_RESULT,Save result
LBL_NOTIFICATION_ADDITIONAL_TO,Additional To
LBL_NOTIFICATION_ADDITIONAL_CC,Additional CC
MSG_NOTIFICATION_TYPE_REQ,Notification Type Required
MSG_NOTIFICATION_ITEM_REQ,Notification Item Required
MSG_NOTIFICATION_STATUS_REQ,Status Required
MSG_NOTIFICATION_TO_REQ,To Required
MSG_SUCCESS,Saved Successfully
MSG_DELETE_SUCCESS,Deleted Successfully
MSG_REQUEST_NOT_CORRECT,Request is not correct format
MSG_ALREADY_EXIST,Record Already Exist
MSG_UNKNONW_ERROR,Unknow error has occured
MSG_CONFIRM_DELETE,Are you sure to Delete ?
MSG_MULTIPLE_EMAIL,* Multiple email separated by semicolon (;)
DELETE_POPUP_TITLE,Delete E-Mail Notification
DELETE_POPUP_BODY,Are you sure to delete the selected E-Mail Notification? Configuration cannot be retrieved once deleted.
MSG_TO_EMAIL,To is Required
LBL_FACTORY,Factory
LBL_SUPPLIER,Supplier
LBL_INSPECTION_COMPNAY,Inspection Company
LBL_INSPECTION_RESPONSIBLE,Inspection Responsible
LBL_FACTORY_COUNTRY,Factory Country
LBL_SHIPMENT_PORT_CITY,Shipment Port- City
SAVE_RESULT,Save result
LBL_INVITE_VENDOR,Invite Vendor
LBL_EMAIL_LIST,Enter Email Address
LBL_ENTER_EMAIL,"Enter the email address of a vendor you would like to invite to Fullbridge. For multiple emails, please separate with a semicolon(;)."
LBL_MULTILPE_EMAILS,"For multiple emails, please separate with a semicolon(;)."
LBL_SEND_INVITATION,Send Invitation
SAVE_OK,Invitation send  succefully!
MSG_INVALID_EMAIL,Invalid Email
MSG_UNKNONW_ERROR,Unknow error has occured
MSG_IVITE_ALREADY,Invitation already sent for
MSG_DUPLICATE_EMAIL,Duplicate Emails
MSG_ALREADY_EXISTS_EMAIL,Alreay Exists Emails in System
SEND_INVITE,Send Invite
LBL_INVITATION_TITLE,Invitation Status
MSG_INVITATIONS,Invitations
LBL_All,All
LBL_COMPLETED,Completed
LBL_STARTED,Started
LBL_INPROGRESS,Inprogress
LBL_NOT_STARTED,Not Started
LBL_INVITTED,Invited
MSG_VENDOR_STATUS_NOT_STARTED,The vendor invitation sent
MSG_DECISION_PENDING,Decision Pending
BTN_VIEW_DETAILS,View  Details
MSG_NO_ITEM_FOUND,No Invitation Found
LBL_NODATA,Oops! No load matching your search were found
MSG_APPROVED,Approved
MSG_REJECTED,Rejected
LBL_TITLE,Save result
LBL_SAVE_RESULT,Data saved successfully
MSG_UNKNONW_ERROR,Unknow error has occured
LBL_BUTTON_COLUMN,Display Columns
LBL_SHOW_COLUMNS,Display Columns
LBL_HIDE_COLUMNS,All Columns
LBL_TITLE_VALIDATION,Validation Error
LBL_MSG,Atleast one columns should be in 'Display Columns'
LBL_FAIL_MSG,Failed to save data.
TITLE,Vendor OverView
FROM,From
TO,To
FILTERS,Filters
ON_TIME_DELIVER,On-time Deliver
LBL_TOTAL_AUDIT_INSPECTION,Total Audit/ Inspection
LBL_INSPECTION,Inspection
LBL_AUDIT,Audit
REGION_WISE_SPEND_PROFILE,Region - wise spend profile
VENDOR_QUALITY_TRENDS,Vendor Quality Trends
VENDOR_LEAD_TIME_TRENDS,Vendor Lead Time Trends
COMPLIANCE_METRICS,Compliance Metrics
LBL_TYPE,Type
LBL_COUNTRY,Country
LBL_NAME,Name
LBL_REGION,Region
LBL_CITY,City
LBl_SUPPLIER,Vendors
LBl_SUPPLIER_NAME,Vendor Name
LBL_NO_INSPECTION,No Of Inspecation
LBL_PASS_RATE,Pass Rate
LBL_DEFECT_RATE,Defect Rate
LBL_NUMBER_OF_TEST,Number Of Test
LBL_SUPPLIER,Supplier
LBL_FACTORY,Factory
LBL_INSPECTION_CAMPANY,Inspection Campany
TITLE,Admin Panel
EXPIRE_SOON_LBL,Expire Soon
RECENT_CREATED_LBL,Recently Created
NEW_ORG_MSG,New organization created successfully!
CREATED_LBL,Created on
PACK_ACTIVATE_LBL,Package not activated
OTHERS_LBL,Others
SEARCH_ORG,Search Organization
LBL_ORGNIZATION_DETAIL,Organization Details
LBL_EXPIRES,Expires
LBL_ACTIVE_APPS,Active Apps
TITLE,Orgnization Detail
LBL_REGIONAL_INFO,Regional Information
LBL_GENERAL_INFO,General info
LBL_USER,User
LBL_INSIGHTS,Insights
LBL_ACTIVE_USER,Active Users
LBL_NON_ACTIVE_APPS,Non Active Apps
LBL_LINCENSE,License
LBL_LINCENSE_NOT_ACTIVATED,No License Activated
LBL_ACTIVE,Active
LBL_INACTIVE,Inactive
LBL_PAYMENTS,Payments
LBL_OWNER,Owner
LBL_OTHER_INFO,Other Info
LBL_SEGMENT,Segment
LBL_ORGNIZATION_INFO,Orgnization Info
LBL_LANGUAGE,Language
LBL_SUB_DOMAIN,Sub Domain
LBL_WEBSITE,Website
LBL_PACKAGE,Packages
LBL_ACTIVATED_ON,Activated on
LBL_EXPIRE_ON,Expire on
LBL_VIEW_ALL_SUBSCRIPTION,View All Subscription
LBL_VIEW_LESS_SUBSCRIPTION,View Less Subscription
MSG_NO_PACKAGE_ACTIVATED,No packages Activated.
MSG_NO_ACTIVE_APP,No Active App to show.
LBL_LOGIN_OVERVIEW,Login Overview
LBL_TOTAL_MINUTES_LOGGED,Total minutes logged in over the last 30 days
LBL_REVENUE,Revenue
LBL_TOTAL_REVENUE,Total revenue generated in the last 6 months
LBL_ACTIVE_USERS,Active Users
LBL_INACTIVE_USERS,Inactive Users
LBL_ALL_USERS,All Users
PLACEHOLDER_SEARCH_USERS,Search User
LBL_USER_NAME,Name
LBL_USER_EMAIL_ID,Email ID
LBL_USER_ROLE,Role
LBL_USER_ROLE_TYPE,Role Type
LBL_USER_DEPET,Department
LBL_CONTACT,Contact
LBL_ADMIN,Admin
LBL_APPLICATION,Application(s) Users
LBL_APPLICATION_USER,Total Application over the user.
LBL_USER_ROLE_TYPE_GRAPH,Active User Role
LBL_TOTAL_ACTIVE_USER,Total Active Role Type With User Count
TOSTER_MESSAGE,Feature Added Sucessfully
TOSTER_ERR_MESSAGE,Error in Addming Feature
CONFIRMATION-POPUP_MESSAGE,Are you sure you want to change the application status?
USER_CONFIGURATION,User Configuration
LBL_SEND_MAIL,Send Mail
LBL_LOGIN_ACTIVITY,Login Activity
EMAIL_SEND_SUCESS,Email send Sucessfully
ACTIVE_LBL,Active
APPLICATION_LBL,Application
TOTAL_USER_LBL,Total Users
LBL_TITLE,FB Report Sync
LBL_CUSTOMER_NAME,Customer Name
LBL_SERVICE,Service
LBL_STATUS,Status
LBL_DATE_PERIOD,Date Period
LBL_BOOKING_NO.,Booking No.
LBL_CUSTOMER,Customer
LBL_FACTORY,Factory
LBL_SUPPLIER,Supplier
LBL_RESYNC_BUTTON,ReSync
LBL_SYNC_TYPE,Sync Type
LBL_CREATED_ON,Created On
LBL_TITLE,Data Access
LBL_ADD_TITLE,Add Data Access
LBL_EDIT_TITLE,Edit Data Access
LBL_NAME,Name
LBL_SERVICE,Service
LBL_BRAND,Brand
LBL_DepartMent,Department
LBL_Product_Category,Product Category
LBL_FACTORY_COUNTRY,Factory Country
LBL_FACTORY,Factory
LBL_SUPPLIER,Supplier
SAVE_RESULT,Save Result
SAVE_OK,Access Data Save Successfully
LBL_DATA_AVAILABLE,Record already exists
LBL_DATA_AVAILABLE_FOR,Record already exists for
LBL_DELETE,Delete Access Data
LBL_DELETE_MSG,Are you sure you want to delete the Data ?
LBL_DELETE_SUCCESS,Delete Successfully
LBL_DATA_NOT_AVAILABLE,Records not exists
MSG_UNKNONW_ERROR,Unknow error has occured
LBL_ADDNEW,NEW
LBL_SELECT,Select
LBL_SEARCH,Search
LBL_DATA_ACCESS,Data access available for 
LBL_CU_PRODUCT_CATEGORY,Customer Product Category
LBL_PRODUCT_RECORD,Product Details
LBL_NEW_PRODUCT_RECORD,Create New Product Record
LBL_ATTRIBUTES,Attributes
LBL_PRODUCT_SPECIFICATIONS,Product Specifications
LBL_UPLOAD_PHOTO,Upload Photo
LBL_BROWSE_FILES,Browse Files
LBL_PRODUCT_ID,Product ID
LBL_PRODUCT_CATEGORY,Product Category
LBL_PRODUCT_SUB_CATEGORY,Product Sub Category 1
LBL_PRODUCT_SUB_CATEGORY_2,Product Sub Category 2
LBL_PRODUCT_DESCRIPTION,Product Discription
LBL_BRAND,Brand
LBL_COLOUR,Colour
LBL_COUNTRY_OF_ORIGIN,Country of Origin
LBL_LAUNCH_SEASON,Launch Season
LBL_LAUNCH_YEAR,Launch Year
LBL_BARCODE,Barcode
LBL_STATUS,Status
LBL_VENDOR_DETAILS,Vendor Details
LBL_VENDOR_NAME,Vendor Name
LBL_VENDOR_ID,Vendor ID
LBL_VENDOR_COUNTRY,Vendor Country
LBL_VENDOR_STYLE_REFERENCE,Vendor Style Reference
LBL_COMMENTS,Comments
LBL_ADD_COMMENT,Add Comments
LBL_COMMENT_TYPE,Questions about Testing Stanard
BTN_SAVE_NEXT,Save and Next
BTN_SAVE_EXIT,Save and Exit
LBL_SELECT,Select
LBL_LOG_HISTORY,Log History
LBL_DATE_AND_TIME,Date and Time
LBL_EVENT,Event
LBL_ACTIVITY,Activity
LBL_USER_NAME,User Name
LBL_USER_TYPE,User Type
MSG_NAME_REQ,Product Discription is required
MSG_BRAND_REQ,Product Brand is required
MSG_COLOUR_REQ,Product Colour is required
MSG_COUNTRY_REQ,Product Country of origin is required
MSG_SEASON_REQ,Launch Season is required
MSG_YEAR_REQ,Launch Year is required
MSG_STATUS_REQ,Product Status is required
PRODUCT_IMAGES,Product Images
MSG_NO_LOG_FOUND,No Logs Found
MSG_NO_lOGS,We can’t find any Logs that matching with this product.
MSG_SHOWING_LOGS,Logs
LBL_BILL_OF_MATERIALS,Bill Of Materials
LBL_MATERIAL,Materials
LBL_ADD_MATERIAL,Add Material
LBL_SEARCH,Search
LBL_COMPONENT_ID,Component Id
MSG_COMPONENT_ID_REQ,Component Id is Required
MSG_COMPONENT_DESCRIPTION_REQ,Component Description is Required
MSG_COLOURID_REQ,Colour is Required
MSG_MATERIAL_REQ,Material is Required
MSG_UOM_REQ,Unit Of Measure is Required
MSG_QUANTITY_REQ,Quantity is Required
LBL_COMPONENT_TYPE,Component Type
LBL_COMPONENT_DESCRIPTION,Component Description
LBL_POSITION,Position
LBL_COLOUR,Colour
LBL_QUANTITY,Quantity
LBL_UOM,UOM
LBL_VENDOR,Vendor
LBL_MANUFACTURING_COUNTRY,Manufacturing Country
LBL_SUPPLIER_REF,Supplier Ref
MSG_SUPPLIER_REF,Supplier Ref is required
MSG_MANUFACTURING_COUNTRY_REQ,Manufacturing Country is Required
MSG_VENDOR_REQ,Vendor is Required
SAVE_RESULT,Save result
SAVE_OK,Bill Of Material Saved Successfully!
MSG_CANNOT_ADDCUSTOMERBILLOFMATERIAL,Customer Product Bill Of Material Is Not Saved
MSG_CUSTOMER_PRODUCT_BILLOFMATERIAL_NOT_FOUND,Customer Product Bill Of Material Not Found
MSG_CUSTOMER_PRODUCT_BILLOFMATERIAL_EXISTS,Customer Product Bill Of Material Already Exist
MSG_UNKNONW_ERROR,Unknow error has occured
LBL_COMMENTS,Comments
LBL_ADD_COMMENT,Add Comments
PRODUCT_IMAGES,Product Images
MSG_DELETE_SUCCESS,Deleted Successfully
BTN_SAVE_NEXT,Save and Next
BTN_SAVE_EXIT,Save and Exit
BTN_NEXT,Next
BTN_EXIT,Exit
MSFG_NO_MATERIAL_ADDED,No materials added
MSG_NO_MATERIAL,"It looks like you haven't added any, materials yet.Get"
MSG_ADD_MATERIAL,started by clicking the '+Add Material'
MSG_NO_RESULT_FOUND,No Results Found
MSG_NO_SEARCH_RESULT,We can’t find any Material that matching your search
MSG_SAVE_BILL_OF_MATERIAL_COMMENT,Product bill of material comment added successfully.
MSG_CAN_NOT_ADD_BILL_OF_MATERIAL_COMMENT,Cannot bill of material comment
LBL_PO,PO
LBL_PO_NUMBER,PO Number
LBL_PO_LINE_NUMBER,PO Line Number
LBL_VENDOR_ID,Vendor ID
LBL_VENDOR_NAME,Vendor Name
LBL_PLANNED_DELIVERY_DATE,Planned Delivery Date
LBL_DESTINATION_COUNTRY,Destination Country
LBL_DESIGNATED_TESTING_LAB,Designated Testing Lab
LBL_INSPECTION_TYPE,Inspection Type
LBL_3RD_PARTY_INSPECTION_COMPANY,3rd Party Insp. Company
LBL_DOCUMENTS,Documents
LBL_UPLOAD_DOCUMENTS,Upload Document
LBL_DOCUMENT_TYPE,Doc Type
BTN_UPLOAD,Upload
BTN_CANCEL,Cancel
BTN_DOWNLOAD,Download
LBL_ALL,All
LBL_DOCUMNET_UPLOAD_HISTORY,Document Upload History
LBL_IMPORT_DOCCUMENT,Import Document
LBL_DOWNMLOAD_ALL_DOCCUMENT,  Download All Document
LBL_VIEW_ALL,View All
MSG_UPLOAD_FILE,Upload File
MSG_UNKNONW_ERROR,Unknow error has occured
SAVE_RESULT,Save result
MSG_FILE_UPLOAD_SUCCESS,File Uploaded Successfully!
MSG_CANNOT_ADD_FILE,Can Not Upload File.
MSG_FILE_NOT_FOUND,File Not Found.
LBL_NOITEMS,No items was found
LBL_NODATA,Oops! No load matching your search were found
MSG_NO_DOCCUMENT_ADDED,No Documents added
MSG_HAVENT_ADDED_DOCUMENT,It looks like you haven't added any Documents.Get
MSG_CLICK_UPLOAD_DOCUMENT,started by clicking the 'Upload Document'
MSG_SELECT_FILE_CATEGORY,Please Select File Category
MSG_DOCUMENTS_NOT_SELECTED,Document's Not Selected
BTN_SUBMIT,Submit
LBL_TESTING_STANDARD,Testing Standard
LBL_DESIGNATED_LABORATORY,Designated Laboratory
LBL_REQUIRED_TESTING,Required Testing
LBL_SELECT_INDIVIDUAL_TEST,Select Individual Test
LBL_USER_PRIDIFIEND_TEST_SET,User Pre-defined Testing Set
LBL_SELECT_TEST,Select the Test
LBL_REGULATION,Regulation
LBL_STANDARD,Standard
LBL_TEST_NAME,Test Name
LBL_TEST_SET_NAME,Test Set Name
MSG_NAME_REQ,Name is required.
SAVE_RESULT,Save result
SAVE_OK,The selected tests are added in your new testing set : 
MSG_CANNOT_ADD_LAB_TEST_SET,Can not add Lab Test Set.
MSG_LAB_TEST_SET_NOT_FOUND,Lab Test Set not found.
MSG_LAB_TEST_SET_EXISTS,Cannot save lab test set because test set name exists in database.
MSG_LAB_TEST_DETAILS_EXISTS,Cannot save lab test set becouse test details is exists in database with test set :
MSG_UNKNONW_ERROR,Unknow error has occured
LBL_TEST_ADDED,Test added
LBL_SELECTED_TEST_SET,Select the Testing set
BTN_EDIT,Edit
BTN_SAVE,Save
BTN_CANCEL,Cancel
BTN_SELECT,Select
BTN_SELECTED,Selected
LBL_SAVE_NEW_TEST_SET,Save New Testing Set.
LBL_SAVE_SELECTED_TEST,You can save the selected test as new package set and use it for your next booking
LBL_ENTER_TEST_SET_NAME,Enter a name for your new testing set.
BTN_ADD,Add
BTN_THIS_AS_NEW_TEST_SET,Save this as new testing set.
LBL_SELECETED_TEST,Selected Test
LBL_SEARCH,Search Lab Test's
MSG_SAVE_PRODUCT_LAB_TEST_DETAILS,Product Lab Test Details saveed successfully.
MSG_CANNOT_ADD_PRODUCT_LAB_TEST_DETAILS,Can not add Product Lab Test Details.
MSG_PRODUCT_LAB_TEST_DETAILS_NOT_FOUND,Product Lab Test Details not found.
MSG_PRODUCT_LAB_TEST_DETAILS_EXISTS,Cannot save Product Lab Test Details because it exists in database.
LBL_ADD_TEST_SET,Add Test Set
MSG_CAN_NOT_SELECT_TEST_SET_ALREADY_EXISTS,You can't select test set.
MSG_CAN_NOT_SELECT_TEST_SET,"You already added test details, you can't select test set. You can create new test set for selected test details."
MSG_TEST_SET_ALREADY_SELECTED,"You already seleted Test Set, you can't add test details,If you want to add new test details , please unselect selected one."
LBL_NO_ITEM,No data found
LBL_NO_DATA_EMPTY,Data is empty or Try adjusting your filter to find what you’re looking for.
LBL_PRODUCT_CATEGORY,Product Category
LBL_PRODUCT_SUB_CATEGORY,Product Sub Category
LBL_PRODUCT_SUB_CATEGORY_2,Product Sub Category 2
LBL_PRODUCT_BRAND,Brand
LBL_PRODUCT_VENDOR,Vendor
LBL_PRODUCT_VENDOR_COUNTRY,Vendor Country
LBL_PRODUCT_SEASON,Season
LBL_PRODUCT_SEASON_YEAR,Season Year
LBL_PRODUCT_COUNTRY_OF_ORIGIN,Country Of Origin
LBL_PRODUCT_STATUS,Status
LBL_PRODUCT_REF,Product Ref
LBL_PRODUCT_DESCRIPTION,Product Description
LBL_PRODUCT_BARCODE,Barcode
LBL_PRODUCT_COLOR,Color
LBL_PRODUCT_VENDOR_PRODUCT_REF,Vendor Product Ref
LBL_PRODUCT_REFERENCE,Product Reference
LBL_SEARCH_PRODUCT,Search Product
LBL_PRODUCT_VENDORID,VendorId
LBL_PRODUCT_CREATED,Created
LBL_PRODUCT_IMAGE,image
BTN_CREATE,Create
LBL_PRODUCT_NUMBER_OF_ATTACHMNET,Number Of Attachment
LBL_PRODUCT_CREATED_BY,Created By
LBL_PRODUCT_ACTIVE,Active
LBL_PRODUCT_CUSTOM_DATE,Term
MSG_SERVICE_FROMDATE_REQ,From date is required
MSG_SERVICE_FROMDATE_GREATER_REQ,From date should be less than to date
MSG_Service_TODATE_REQ,To date is required
MSG_Service_TODATE_LESS_REQ,To date not less than from date
LBL_PRODUCT_FROM_DATE,From Date
LBL_PRODUCT_TO_DATE,To Date
LBL_COMMENTS,Comments
LBL_COMMEMT,Comment
BTN_COMMENT,Add Comment
BTN_REPLY,Reply
BTN_SEND,Send
BTN_CANCEL,Cancel
LBL_ROLE_ANSWER,Which role to answer
LBL_HIDE_REPLIES,Hide replies
BTN_SAVE,Save
BTN_EDIT,Edit
BTN_DELETE,Delete
MSG_REPLY_TYPE_REQUIRED,Which role to answer is required.
SAVE_RESULT,Save result
MSG_CANNOT_ADD_PIM_PRODUCT_COMMENT,Cannot Add Comment
MSG_PIM_PRODUCT_COMMENT_NOT_FOUND, Pim Product Comment Not Found
MSG_REQUEST_IS_EMPTY,Request is empty
SAVE_OK,Comment is saved successfully!
MSG_UNKNONW_ERROR,Unknow error has occured
MSG_CANNOT_DELETE,Cannot delete Comment
MSG_DELETE_SUCCESS,Deleted Successfully
MSG_QUESTIONS_ABOUT_TESTING_STANDARD,Questions about Testing Standard
MSG_QUESTIONS_ABOUT_PRODUCT_ATTRIBUTES,Questions about Product Attributes
MSG_QUESTIONS_ABOUT_PRODUCT_BILL_OF_MATERIAL,Questions about Product Bill Of Materials
MSG_QUESTIONS_ABOUT_PRODUCT_DOCUMENTS,Questions about Product Document
LBL_TITLE,Product Information Management
LBL_SPECIFICATION,A unified business application for managing product information and purchase orders in one place.
LBL_MATERIAL_ADD,Material Added Successfully
LBL_SELECT_PERIOD,Select Period
LBL_CREATE_PRODUCT,Create Product
BTN_SEARCH,Search
LBL_TOTAL_PROD_CREATE,Total products created
LBL_PROD_BY_MONTH,Number of product created by month
LBL_PROD_BY_COUNTRY,Product by Country of Origin
LBL_PROD_BY_SUPPLIER,Product by Supplier
LBL_PO_TITLE,PO Summary
LBL_TOTAL_PO_CREATE,Total PO Created
LBL_CREATE_PO,Create PO
LBL_PO_QUANTITY_TITLE,PO Quantity by month (PCS)
TITLE,Global Regulation
LBL_SEARCH_BY,Search By
LBL_SEARCH_BY_REGION,Region(s)
LBL_SEARCH_BY_COUNTRY,Country(s)
LBL_SEARCH_BY_PROD_CAT,Product Category(s)
LBL_SEARCH_BY_REGULATION_NAME,Regulation Name
LBL_SEARCH_BY_RESET,Reset
LBL_SEARCH_BY_CURRENT,Current
LBL_REGULATION,Regulation
LBL_ADVANCED_SEARCH,Advanced Search
LBL_ADD_REGULATION,+ Add Regulation
LBL_REGULATION_PLACEHOLDER,Enter Regulation Name
LBL_REGION_PLACEHOLDER,Select Region
LBL_NODATA_PLACEHOLDER,No Data
LBL_COUNTRY_PLACEHOLDER,Select Country
LBL_PRODCAT_PLACEHOLDER,Select Product Category
LBL_SEARCH,Search
LBL_REGION,Region
LBL_COUNTRY,Country
LBL_INFORCEDATE,Inforce Date
LBL_DISCARDDATE,Discard Date
LBL_SOURCELINK,Source Link
LBL_PRODCATGORY,Product Category
LBL_RECORDS_PER_PAGE,Records per page
MSG_NO_ITEM_FOUND,No items found
LBL_NODATA,Oops! No load matching your search were found
LBL_CONFIRMDELETION,Are you sure ?
MSG_CONFRMDELETE,You are about to delete the regulation 
MSG_PART_OF_ACTIVE_TEMPLATES,Selected regulation can not be deleted as it is part of active template(s).
MSG_PART_OF_ACTIVE_TCFS,Selected regulation can not be deleted as it is part of active tcf(s).
LBL_COUNTRY_POPUP_TITLE,Country List
LBL_COUNTRY_POPUP_RECORDS_COUNT,Total Records
LBL_COUNTRY_POPUP_LBL,Country Name
TITLE,Regulation Details
CARD_HEADER,General Informations
LBL_REGULATION,Regulation
LBL_REGULATION_YEAR,Regulation Year
LBL_REGULATION_LINK,Regulation Link
LBL_REGION,Region
LBL_COUNTRY,Country
LBL_DISCARDDATE,Withdrawal Date
LBL_SOURCELINK,Source Link
LBL_PRODCATGORY,Product Category
LBL_PRODSUBCATGORY1,Product Sub Category1
LBL_PRODSUBCATGORY2,Product Sub Category2
LBL_SEQUENCE,Sequence
LBL_PUBLISHDATE,Publish Date
LBL_ENFORCEDATE,Enforce Date
LBL_DESC,Description
LBL_SERVICETYPE,Service Type
LBL_SERVICEPROVIDER,Service Provider
LBL_SAVE,Save
LBL_CURRENT,Current
LBL_MATERIAL,Material
LBL_REGULATION_PLACEHOLDER,Enter Regulation Name
LBL_YEAR_PLACEHOLDER,Enter Year
LBL_LINK_PLACEHOLDER,Enter Link
LBL_REGION_PLACEHOLDER,Select Region
LBL_COUNTRY_PLACEHOLDER,Select Country
LBL_MATERIAL_PLACEHOLDER,Select Material
LBL_PRODCAT_PLACEHOLDER,Select Product Category
LBL_PRODSUBCAT1_PLACEHOLDER,Select Product Sub Category1
LBL_PRODSUBCAT2_PLACEHOLDER,Select Product Sub Category2
LBL_SEQUENCE_PLACEHOLDER,Enter Sequence Number
LBL_DESCRIPTION_PLACEHOLDER,Enter Description
LBL_SERVICETYPE_PLACEHOLDER,Select ServiceType
LBL_SERVICEPROVIDER_PLACEHOLDER,Select Service Provider
LBL_DATE_PLACEHOLDER,Select Date
LBL_NODATA_PLACEHOLDER,No Data
SAVE_RESULT,Save result
SAVE_OK,Regulation is saved succefully!
LBL_ERROR,Error
MSG_REGULATIONNOTFOUND,Regulation instance not found
MSG_NAMENOTFOUND,Name not found
MSG_REGIONNOTFOUND,Region not found
MSG_COUNTRYNOTFOUND,Country not found
MSG_PRODCATEGORYNOTFOUND,Product Category not found
MSG_SEQUENCENOTFOUND,Sequence not found
MSG_PUBLISHDATENOTFOUND,Publish Date not found
MSG_ENFORCEDATENOTFOUND,Enforce Date not found
MSG_DISCARDDATENOTFOUND,Discard Date not found
MSG_SERVICETYPENOTFOUND,Service Type not found
MSG_SERVICEPROVIDERNOTFOUND,Service Provider not found
MSG_SERVICE_FROMDATE_REQ,From date is required
MSG_SERVICE_FROMDATE_GREATER_REQ,From date should be less than to date
MSG_SERVICE_TODATE_REQ,To date is required
MSG_SERVICE_TODATE_LESS_REQ,To date not less than from date
MSG_PART_OF_ACTIVE_TEMPLATES,Selected standard can not be deleted as it is part of active template(s).
MSG_PART_OF_ACTIVE_TCFS,Selected standard can not be deleted as it is part of active LabTestDetail(s).
TITLE,Global Standards
LBL_SEARCH_BY,Search By
LBL_SEARCH_BY_RESET,Reset
LBL_SEARCH_BY_REGION,Region(s)
LBL_SEARCH_BY_COUNTRY,Country(s)
LBL_STANDARD,Standard
LBL_STANDARD_PLACEHOLDER,Enter Standard Name
LBL_REGION_PLACEHOLDER,Select Region
LBL_COUNTRY_PLACEHOLDER,Select Country
LBL_SEARCH_BY_CURRENT,Current
LBL_NODATA_PLACEHOLDER,No Data
LBL_ADVANCED_SEARCH,Advanced Search
LBL_ADD_STANDARD,+ Add Standard
LBL_SEARCH,Search
LBL_REGULATION,Regulation
LBL_STANDARD_NO,Standard No.
LBL_STANDARD_NAME,Name
LBL_VERSION,Version
LBL_START_DATE,Start Date
LBL_EXPIRE_DATE,Expire Date
MSG_NO_ITEM_FOUND,No items found
LBL_NODATA,Oops! No load matching your search were found
LBL_RECORDS_PER_PAGE,Records per page
LBL_CONFIRMDELETION,Are you sure ?
MSG_CONFRMCOMBODELETE,You are about to delete standard and all combinations with regulation(s) 
MSG_CONFRMDELETE,This may delete Standard if all combination(s) removed.
LBL_REGULATION_POPUP_LBL,Name
LBL_REGULATION_POPUP_TITLE,Regulation List
LBL_REGULATION_POPUP_RECORDS_COUNT,Total Records
SAVE_DELETE,Standard is deleted successfully.
MSG_PART_OF_ACTIVE_LAB_TEST_DETAILS,Selected standard can not be deleted as it is part of active LabTestDetail(s).
MSG_STANDARD_NAME_REQ,Standard name is required.
MSG_STANDARD_START_DATE_REQ,Start Date is required.
MSG_STANDARD_EXPIRY_DATE_REQ,Expiry Date is required.
